url,Storia,Attivita,Nome,Data di nascita,Luogo di Morte,Luogo di Nascita,La vita,Data di morte
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50391&Pag=232&IdSel=232, I governi vescovili,Vescovo di Trento,Giuseppe Vittorio Alberti d'Enno,24 luglio 1623,Trento,Pergine,"Gli anni di ""vacatio sedis"" prima della nomina dell'Alberti d'Enno e il loro contesto politicoL'attenzione del vescovo per il culto dei Santi martiri tridentini e il ridimensionamento dell'attivita negli ultimi anni dell'episcopato",31 dicembre 1695
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50567&Pag=233&IdSel=232, Il regno dei GotiRottura secolare dell'unita della penisola,imperatore,Giustiniano,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50712&Pag=234&IdSel=232," La ripresa della vita politica e le istanze autonomisticheIl dopoguerra, la scuola dell?obbligo, l?universita, la contestazione del ?68",,Gozzer Giovanni,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=458869&Pag=235&IdSel=232,,Vescovo di Trento,Gratismo,Prima meta del 500,sconosciuto,sconosciuto,Il periodo storicoI presupposti per la divisione della Chiesa ,Seconda meta del 500
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50650&Pag=236&IdSel=232, La depressione economica,,Grazioli Giuseppe,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50575&Pag=237&IdSel=232, Rottura secolare dell'unita della penisola,papa,Gregorio I,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50717&Pag=238&IdSel=232," L'accordo Degasperi - Gruber e l'autonomia regionaleIl Trentino tra crisi politica e ""miracolo economico""",ministro degli esteri austriaco,Gruber Karl,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50723&Pag=239&IdSel=232," Il Trentino tra crisi politica e ""miracolo economico""",,Gschnitzer Franz,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50444&Pag=240&IdSel=232, L'avvento del fascismo,prefetto della Venezia Tridentina,Guadagnini Giuseppe,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50656&Pag=241&IdSel=253, La deputazione trentina alla Camera di ViennaLe condizioni economico-socialiL'organizzarsi dei partiti politici,,Guetti Lorenzo,06/02/1847,,Vigo Lomaso,"Lorenzo Guetti nacque il 6 febbraio 1847 a Vigo Lomaso da Girolamo e Rachele Molinari, primo di 13 figli. La sua vocazione religiosa avvenne nel 1863, quando entro nel Collegio-convitto Principesco Arcivescovile, istituito a Trento con le funzioni di seminario minore, dove compi gli studi liceali, fino ad entrare nel Seminario teologico, dove venne ordinato sacerdote il 31 luglio 1870. Quello stesso anno inizio l'esperienza pastorale, come cooperatore alla parrocchia di Terragnolo nel Roveretano, una delle aree meno abbienti dell'intera provincia, con un'agricoltura provata da varie epidemie, e proprio allora comincio a maturare un notevole interesse per il campo agricolo, partecipando nel 1972 ad alcune sedute del terzo ""Congresso bacologico internazionale"" organizzato a Rovereto dalla ""Societa Agraria"". Il 28 febbraio 1878 si trasferi come curato a Quadra nel Bleggio, che divenne la base di partenza di tutte quelle realizzazioni che lo avrebbero reso famoso. Preoccupato per l'emigrazione che stava progressivamente spopolando i piccoli paesi delle Giudicarie, comincio una corrispondenza con lo pseudonimo di ""Renzo"" al giornale ""La Voce Cattolica"", organo ufficiale dei cattolici trentini, in cui riportava lettere di emigrati, segnalando partenze e ritorni. Nel 1888 usci in opuscolo una sua statistica sull'emigrazione trentina in America a partire dal 1870, frutto di un enorme lavoro di rilevazione, attraverso questionari inviati a tutti i curati e alle autorita comunali. In quello stesso anno il sacerdote rischio di morire per una grave malattia e perse la madre, ma divenne anche presidente del Consorzio agrario distrettuale di S. Croce, comprendente il distretto di Stenico, uno dei 27 organi periferici in cui si articolava la sezione di Trento del ""Consiglio provinciale dell'agricoltura per il Tirolo"", istituito dalla Dieta di Innsbruck per migliorare le sorti dell'agricoltura. Entrato a far parte degli organi direttivi del Consiglio, fece relazioni su allevamento, apicoltura e credito agrario. L'impegno sociale nei confronti dei suoi compaesani lo porto ad interessarsi anche di politica: sostenendo l'autonomia del Trentino dal Tirolo tedesco si aggrego con i ""cattolici-nazionali"", riunitisi dal 1888 al 1891 attorno all'esperienza del giornale ""Il Popolo Trentino"". Eletto nel dicembre 1891 per il collegio delle Giudicarie deputato alla Dieta del Tirolo a Innsbruck, non vi ci si reco mai, abbracciando il metodo dell'astensione, in segno di protesta contro i rifiuti tirolesi alle domande di auonomia. Dichiarato per questo decaduto dal mandato, fu rieletto nel 1892, 1893, 1895, 1896, 1897. Intanto nel Consorzio Agrario di S. Croce si avevano i primi sintomi della nascita della cooperazione e fu proprio don Guetti, nel 1890, a dare il via al movimento cooperativo nel Trentino, con la realizzazione a Villa S. Croce di una societa cooperativa rurale di smercio e consumo. A fine 1893 erano sorte altre 8 Famiglie cooperative, come vennero dal curato presto chiamate. Fu sempre da lui fermamente voluta la fondazione nel 1892 della prima Cassa rurale di prestiti e risparmio, a Quadra, che doveva costituire il supporto finanziario di tutte le altre realizzazioni cooperative. Ma accanto ai grandi successi ottenuti in campo cooperativo, quell'anno don Guetti fu colpito da un altro lutto, la morte del padre. Trasferito nel 1893 a Fiave in qualita di curato, diede li vita alla seconda Cassa rurale del Trentino, di cui divenne direttore. Grazie all'opera di don Guetti il movimento cooperativo stava vincendo le ultime resistenze dei contadini, e cio era dovuto anche alla martellante propaganda sulla stampa. Dopo gli articoli, poi riuniti in opuscolo, dal titolo Societa cooperative rurali, tra il 1894 e il 1895 uscirono su ""Famiglia Cristiana"" i Dialoghi di un curato di campagna coi suoi curaziani.curazini Nel 1894 il curato comincio a maturare l'idea di riunire le cooperative in un centro unico, cosi che, il 20 novembre 1895, nacque la Federazione delle Casse rurali e dei Sodalizi Cooperativi del Trentino, a cui aderirono subito 42 societa. Organo di promozione della Federazione era il ""Supplemento al Bollettino agrario del Consiglio provinciale dell'agricoltura"", che dal 1898 assunse la nuova testata ""La Cooperazione Trentina"". Entrato a far parte del Parlamento Asburgico a Vienna, vide pero i suoi ultimi anni amareggiati da un'aspra polemica con i ""confessionali"", la nuova corrente emergente del movimento cooperativo trentino, che divergevano ormai dal fondatore per scelte e obiettivi. Attaccato dal foglio cattolico ""Fede e Lavoro"", don Guetti ribadi la sua fiducia in un movimento unitario, nel quadro di una societa basata sul ""galantomenismo"", in cui non esistevano grosse distinzioni economiche. Il 19 aprile 1898 don Guetti mori a Fiave per un cancro all'esofago, mentre era ancora nel pieno delle sue attivita. Tratto da E. Agostini, Lorenzo Guetti: la vita e l'opera nella realta trentina del secondo Ottocento, Padova, Editoriale Programma, 1984, pp.13-23 Vedi anche >> Don Lorenzo Guetti >> Alcune pagine di Don Guetti ""L'edificio del bene comune"" >> Storia del movimento cooperativo >> Storia della cooperazione trentina",19/04/1898
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50734&Pag=242&IdSel=253, La societa trentina nell'eta dei grandi mutamenti,,Gui Luigi,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50684&Pag=243&IdSel=253, Le operazioni militari sul fronte trentino,,Hafner Giovanni,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50668&Pag=244&IdSel=253, La cultura trentina a cavallo dei due secoli,,Halbherr Bernardino,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50445&Pag=245&IdSel=253,,archeologo,Halbherr Federico,20/2/1857,,Rovereto,"Federico Halbherr (Rovereto 20.2.1857 - Roma 17.7.1930) epigrafista e archeologo. Di antica famiglia di origine svizzera, dopo aver compiuto gli studi superiori nella nativa Rovereto, Halbherr si trasferi a Roma dove si laureo con Beloch nel 1880 con una tesi in storia antica e, nello stesso anno, si diplomo anche alla sezione storica di Magistero. Negli anni 1880-81 e 1881-82 frequento il corso di perfezionamento presso il R. Istituto di studi superiori di Firenze dove divenne allievo di Comparetti. Per interessamento del maestro nel 1882 ottenne una borsa di studio del ministero della Pubblica istruzione per ""una missione scientifica in Grecia"" e, giunto ad Atene, si iscrisse all''universita dove frequento il corso di epigrafia greca del Mylonas, studio il greco moderno ed ebbe modo di impratichirsi sulle iscrizioni dei principali musei. Nel 1883 compi una ricognizione nelle Cicladi in cerca di epigrafi e visito Keos, Thera, Amorgos e Melos. Nel 1884 giunse a Creta con lo scopo di recuperare un''iscrizione di Axos e sperando di poter fare presto ritorno nelle Cicladi, ma la scoperta della Grande Iscrizione di Gortina, ad appena un mese dallo sbarco a Creta, lego per sempre il destino di Halbherr all''isola. Per superare i numerosi ostacoli posti dai proprietari del mulino alimentato da un torrente nel cui letto si trovava il muro semicircolare dell''ekklesiasterion sulle cui pareti era la ""Grande Iscrizione"", Halbherr si avvalse della collaborazione di Chatzldakis e di Ernst Fabricius, studioso tedesco giunto come Halbherr a Creta in cerca di epigrafi.La scoperta della ""Grande Iscrizione"" trasformo di colpo Halbherr da giovane epigrafista in studioso di fama internazionale. Negli anni immediatamente seguenti Halbherr inizio l''esplorazione dell''isola tra mille difficolta contingenti dovute sia all''asperita del terreno sia alla turbolenta situazione politica dell''isola, caratterizzata da continue rivolte della popolazione greca contro la dominazione ottomana. Nel 1885 torno a Creta e scavo l''Antro Ideo con una missione del Sillogo culturale di Iraklion e affido lo studio dei celeberrimi bronzi all''amico Paolo Orsi. Nello stesso anno esegui saggi a Gortina per riportare alla luce l''edificio sul quale aveva scoperto la ""Grande Iscrizione"". Nello stesso tempo, visti fallire i tentativi di Schliemann di acquistare la collinetta di Cnosso, tento di convincere Comparetti a concludere l''acquisto, ma il Maestro non intui le possibilita del sito e nego i fondi necessari. Nel 1886 esegui con Chatzldakis numerosi saggi nell''isola. Il 1887 segno la fine del primo periodo della presenza italiana a Creta. In questo anno Halbherr, che fin dal 1885 aveva rinunciato alla cittadinanza austriaca a favore di quella italiana, ottenne la cattedra, gia ricoperta da Comparetti, di epigrafia greca alla scuola di perfezionamento di Roma che tenne sino al 1891, per divenire poi professore straordinario dal 1891 al 1904 e da questo anno ordinario. Halbherr fu tra i primi studiosi italiani ad avvertire l''urgenza di completare ed aggiornare la propria preparazione all''estero con soggiorni in Spagna, a Parigi, in Germania e in Inghilterra, dove ebbe modo di conoscere Arthur Evans e di invitarlo a Creta. Si reco anche due volte negli Stati Uniti, dall''agosto al novembre 1892 e dal luglio all''ottobre 1893 e qui ottenne l''incarico, affidatogli dall''Archeological Institute of America, di tornare a Creta nel novembre 1893 e di restarvi quasi tutto l''anno successivo per continuare lo scavo di Gortina e, dal 1894, per iniziare l''esplorazione di Lebena. Insieme ad Halbherr si recarono nell''isola John Alden, Antonio Taramelli, Gaetano De Sanctis e Luigi Savignoni. Ma ogni attivita fu interrotta a causa dei nuovi disordini scoppiati a Creta e nel 1898 Halbherr si reco nuovamente in Germania, a Monaco, per studiare alcune epigrafi. Nel 1899, dopo che l''isola di Creta, con l''aiuto delle grandi potenze, si fu liberata dalla dominazione diretta dell''impero ottomano, il governo italiano fondo la missione archeologica di Creta e ne affido la direzione ad Halbherr che riusciva cosi ad assicurarsi una certa garanzia di continuita nell''appoggio sia politico che finanziario. La nascita della Missione segno anche l''inizio dell''esplorazione sistematica dell''isola. Halbherr infatti, che non era per formazione né si sentiva archeologo, pote cosi avvalersi della collaborazione continuativa di molti giovani archeologi cui affido la direzione e, con la generosita che sempre lo contraddistinse, la pubblicazione stessa degli scavi. Oltre a Luigi Pernier e Enrico Stefani, che divennero presto collaboratori insostituibili del maestro e che seguirono per decenni i lavori in Creta, ebbero cosi l''occasione di formarsi sul terreno intere generazioni di archeologi destinati ad assumere ruoli di primo piano sulla scena culturale italiana, come De Sanctis, Gerola, Levi, Savignoni, Taramelli, Mariani, Aurigemma, Roberto Paribeni e l''ultima, carissima allieva, Margherita Guarducci. Precedute da esplorazioni preliminari coordinate da Halbherr, in un pirotecnico susseguirsi di nuovi cantieri, si aprirono in questi anni gli scavi di Axos, nello stesso 1899, di Festos, sotto la direzione di Pernier che ne segui le sorti dal 1900 al 1909, e di Haghia Triada nel 190, l''unico sito per il quale Halbherr avoco a sé la direzione dei lavori sino all''interruzione del 1905. Nel 1906 si apri il cantiere di Prinias, affidato all''instancabile Pernier sino al 1908, mentre nel 1909 De Sanctis e, nel 1924, Levi esplorarono Arkades. Frattanto Halbherr vide finalmente realizzarsi un altro sogno lungamente accarezzato, la nascita della Scuola archeologica italiana di Atene, che fu inaugurata nell''aprile 1910 e affidata alla direzione di Pernier. Il fondo Comparetti della ""Colombaria"" evidenze pienamente il ruolo avuto da Halbherr nella fondazione della SAIA. Gia dal 1883, infatti, Halbherr lamentava con il Maestro la mancanza di un simile punto di riferimento culturale italiano in Grecia, laddove tutte le altre grandi potenze avevano gia provveduto. La scelta di Pernier per la direzione della SAIA rende, del resto, tangibile ed inevitabile il legame tra il neonato istituto e la missione di Creta, che divenne una vera ""palestra"" per i giovani archeologi italiani. Un ennesimo successo di Halbherr e costituito dalla ricognizione topografica compiuta in Cirenaica e Tripolitania nel 1910 ma progettata sin dal 1900 e preparata fin nel minimi dettagli in strettissima collaborazione con gli Esteri ed in particolare con il ministro Antonino di Sangiuliano, come ben documenta l''epistolario Halbherr di Rovereto. L''interesse scientifico di Halbherr per la Cirenaica e la Tripolitania maturo di pari passo con la consapevolezza politica del governo italiano dell''assoluta necessita di espandere gli interessi economici e politici dell''Italia verso nuovi territori all''indomani della sconfitta di Adua. Halbherr, volendo assicurare all''Italla lo scavo di Cirene, valuto anche la possibilita di trasportarvi l''intera Missione cretese, considerando per il momento esaurita l''attivita italiana a Creta. Il progetto di Halbherr e del governo italiano di assicurare lo scavo di Cirene all''Italia sembro bruscamente infrangersi allorché la Sublime Porta concesse agli americani un firmano per scavare il sito. Mentre le trattative diplomatiche procedevano, ad opera principalmente dell''ambasciatore a Costantinopoli, Edmondo Mayor de Planches, Halbherr compi nel 1910 una prima spedizione. La missione, composta da Halbherr, De Sanctis, un medico, i due soprastanti della missione cretese, alcuni servitori, un interprete e accompagnata da un contingente militare, servi anche per preparare l''occupazione militare della zona. L''archivio Halbherr di Rovereto documenta infatti minuziosamente il percorso e gli intenti stessi della spedizione, non limitati all''individuazione di siti archeologia ma tesi anche alla scoperta e alla segnalazione di pozzi d''acqua e di possibili itinerari per le truppe. Dopo la partenza da Bengasi la missione tocco varie localita della Cirenaica tra cui Tocra, Tolmeta, Slonta, Cirene, Apollonia, Derna e percorse la zona costiera della Tripolitania visitando tra l''altro Leptis Magna. All''indomani del rientro a Creta Halbherr inizio subito a preparare una missione per il 1911 che iniziasse effettivamente a scavare. Vincendo numerose difficolta riusci infine a assicurarsi la collaborazione di Salvatore Aurigemma e Francesco Beguinot, che agli inizi del 1911 partirono per la Cirenaica. Poco dopo, un grave incidente, l''uccisione di un epigrafista americano membro della missione di Cirene, sembro distruggere ogni possibilita d''azione per gli italiani che furono indicati da piu parti come mandanti dell''omicidio tanto che venne loro revocato il permesso di iniziare gli scavi a Tolmeta. Halbherr decise quindi di inviare Aurigemma e Beguinot in Tripolitania per completarne l''esplorazione, ma pochi mesi dopo, il 22 settembre, l''inizio della guerra italo-turca mise fine alle pretese degli americani, che si videro costretti a rinunciare alla concessione di scavo di Cirene. Grazie all''opera di Halbherr, quindi, l''Italia veniva cosi ad assicurarsi lo scavo di Cirene, altra pietra miliare nella storia dell''archeologia. Ma gli interessi di Halbherr non si fermarono a Creta e a Cirene. Assecondando anche in questo precisi interessi politici del governo italiano, Halbherr scelse Roberto Paribeni come capo di una missione archeologica che inizio l''esplorazione dell''Anatolia meridionale mentre Giangiacomo Porro fu inviato nelle Cicladi; lo stesso Porro con il Gerola indago le isole del Dodecanneso e Amedeo Maiuri fu incaricato di dirigere una missione italiana a Rodi e nel Dodecanneso, occupato dall''Italia nel 1912 durante la guerra italo-turca. Creta, comunque, resto sempre al centro dei pensieri di Halbherr, con i suoi monumenti veneziani, censiti minuziosamente da Gerola con fondi dell''istituto Veneto ma per interessamento di Halbherr, con la Loggia veneziana, restaurata su progetto di Ongaro, e Creta con i suoi abitanti, che Halbherr sostenne, anche finanziariamente, nei momenti piu bui della dominazione turca. Halbherr, sempre occupatissimo a creare e mantenere contatti con le maggiori personalita del mondo politico e culturale, trovo anche il modo di dare ascolto a decine di studenti cretesi che, grazie al suo interessamento, ebbero modo di studiare in universita italiane, e a Creta, nell''amata Iraklion, Halbherr apri una scuola di italiano per promuovere la diffusione nell''isola della cultura italiana. Con il passare del tempo, ed in particolare dopo la prima guerra mondiale, che lascio profonde ferite nella sua Rovereto finalmente divenuta italiana, Halbherr si distacco sempre piu dal lavoro sul campo, mai avvertito peraltro come particolarmente congeniale, e completo la propria evoluzione da archeologo ad organizzatore di cultura, quasi un ""archeologo ministeriale"", come scrive La Rosa, pazientemente intento a reperire fondi, sempre penosamente insufficienti, ad appianare ostacoli, in continuo e stretto contatto con i vari dicasteri. Ed e in effetti questo aspetto ""sotterraneo"" dell''attivita di Halbherr, ben documentato dalle carte conservate a Rovereto, che pone questo studioso dalla personalita cosi poliedrica al centro di tutte le maggiori iniziative culturali italiane nell''oriente ellenico della prima meta del nostro secolo. Halbherr nelle sue decennali peregrinazioni trascrisse nei suoi taccuini centinaia di epigrafi per lo piu inedite, che egli progettava di raccogliere e di pubblicare complessivamente. Purtroppo impegni di altro genere, piu urgenti sempre ma spesso meno gratificanti, impedirono ad Halbherr di portare a termine questo progetto il cui testimone e stato poi raccolto da Margherita Guarducci che, sulla base dei taccuini del maestro, ha pubblicato i quattro volumi delle Inscriptiones Creticae, opera et consilio Federici Halbberr collectae. Profilo di Federico Halbherr a cura di Elena SorgeTratto da ""Inventario delle carte di Federico Halbherr"", a cura di Marta Petricioli e Elena Sorge, Accademia Roveretana degli Agiati, 1994 Pubblicazioni",17/7/1930
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=458866&Pag=246&IdSel=253,,Vescovo di Trento,Heimperto,Seconda meta del 700,sconosciuto,sconosciuto,Il sinodo di Mantova come unico riferimento per la vita di HeimpertoLe vicende relative alla spartizione dell'impero carolingio e le sue conseguenze per la diocesi di TrentoIl rinnovamento liturgico della Chiesa trentina,Prima meta dell'800
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50450&Pag=247&IdSel=253," Il territorio trentino nel periodo francese: tra Austria, Baviera e ItaliaLa scuola popolare teresiana",capo degli insorti tirolesi ,Hofer Andreas,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=458872&Pag=248&IdSel=253,,Vescovo di Trento,Iltigario,Seconda meta del 700,sconosciuto,sconosciuto,La sensibilita del vescovo per il culto di San VigilioIltigario come personaggio dal quale prende avvio la metamorfosi carolingia nel Trentino. La riforma liturgica,Prima meta dell'800
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50658&Pag=249&IdSel=253, L'irredentismo e la politica italiana,iredentista,Imbriani Matteo Renato,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=1671043&Pag=250&IdSel=253,,"Partigiana, sindacalista, giornalista","Ines ""Serena"" Pisoni",28 aprile 1913,Roma,Trento,"Dire che Ines Pisoni fu la compagna di Mario Pasi e molto riduttivo. Ma in un mondo al maschile, e piu facile ricordarla come la donna dell'eroe partigiano, che per quello che fu davvero: una comunista, grande combattente sul fronte della dignita delle donne, per la parita di diritti sul lavoro, in epoche in cui il femminismo era ben la da venire. Due o tre cose da tenere a mente: oltre che partigiana - con il nome di battaglia di «Serena» - Ines Pisoni fu giornalista (vinse il Premio Saint Vincent, il piu prestigioso d'Italia, nel 1960) e prima donna italiana a parlare all'assemblea della Cee. Sua la firma (per la Cgil nazionale) sull'accordo che sanci la parita di salario fra uomini e donne. Infine, non va dimenticato che in anni davvero pesanti (nel 1952, segretario Togliatti) avvio sulla rivista del Pci una attualissima polemica sulla necessita per i politici di parlare con un linguaggio chiaro e semplice! Insegnante di «economia domestica»: prima a Riva sul Garda, poi in Istria, e di nuovo a Levico, Fiera di Primiero, poi direttrice di una scuola d'arte a Riva sul Garda e poi a Trento fino al 1942, anno in cui ? dopo una intensa preparazione culturale e ideologica assieme a Mario Pasi (medaglia d´oro della Resistenza) ? medico e fondatore del Partito comunista a Trento ? aderisce al Pci. Da subito inizia la pubblicazione e diffusione di un giornale clandestino antifascista: «Il Proletario». Contemporaneamente estende i suoi contatti antifascisti a Trento, Rovereto, Borgo Valsugana, Camparta, Tavernaro, Cognola e, dopo il 25 luglio 1943 con la Romagna. Ines Pisoni e diventata «Serena», il suo nome da partigiana. Il 5 maggio 1944 ? dopo una intensa attivita formativa e di collegamento con varie zone del Trentino ? si trasferisce in Romagna dove assolvera un intenso lavoro politico e organizzativo di collegamento ? come segretaria di segreteria dell'organizzazione clandestina del Pci ? in varie zone: vi rimarra fino alla Liberazione. Nell'autunno del 1945 ? dopo un breve ritorno a Trento - viene chiamata a Roma, alla direzione del Pci, dove e rimasta fino all´inizio del 1946, quando ? per una grave insufficienza cardiaca, conseguenza delle fatiche e delle tensioni sopportate nella guerra e nella Resistenza, fu ricoverata per un lungo periodo in una casa di cura. In quella lungodegenza scrisse il manoscritto dal quale e stato tratto, dopo trent'anni, il suo diario partigiano «Mi chiamero Serena»: pubblicato nel 1978 a Ravenna dalle «Edizioni del Girasole» e, in seconda edizione, a Trento nel 1990 dalla Casa Editrice «Publiprint». Dal 1948 Ines Pisoni ha ripreso la sua attivita a Roma, dapprima nell'Udi (Unione Donne Italiane), impegnandosi a fondo sui problemi dell'infanzia e dell'emancipazione femminile e poi nella Cgil, dove ha svolto un ruolo primario nella battaglia per le parita di salario tra lavoratori e lavoratrici, impegnandosi a realizzare l'unita con le altre organizzazioni sindacali in tempi pur difficili. Il 16 luglio 1960 fu stipulato il primo accordo sindacale sulla parita di salario tra lavoratori e lavoratrici per tutti i settori dell'industria. Tale accordo, porta anche le firme di Ines Pisoni per la Cgil e di Sandra Codazzi (futura senatrice) per la Cisl. Dopo una intensa attivita giornalistica sui problemi delle donne lavoratrici ? fin dall´1 gennaio 1952 ? ottiene l'iscrizione all'albo dei giornalisti della Regione Lazio. Contemporaneamente al suo lavoro sindacale partecipa periodicamente ai lavori della sezione femminile del Pci e ? nell'estate del 1952 ? riassume in un articolo per Rinascita la sua aspirazione a un rinnovamento ? in senso umano oltre che formale ? del linguaggio politico, partendo dalla sua esperienza in campo femminile e da quella piu generale in campo sindacale. Dopo un primo rifiuto della segreteria di redazione (che riteneva l'articolo «fuori campo») Ines Pisoni insiste per avere un giudizio di Togliatti e, dopo qualche giorno ebbe la gradita sorpresa di rivedere il proprio dattiloscritto con una precisa annotazione di Togliatti: «subito in tipografia». Venne pubblicato col titolo redazionale «Per un linguaggio politico piu accessibile e umano». Il dibattito suscitato dal suo contenuto si protrasse per diversi mesi e cioe dal n. 8 fino al n. 12 della rivista, con la partecipazione di compagni e compagne dirigenti e anche lavoratori in fabbrica. Per la sua sempre piu intensa attivita giornalistica sui problemi delle lavoratrici Ines Pisoni e, a quel punto, chiamata a svolgere il suo impegno anche a livello internazionale e cioe alla Commissione Bureau International du Travail della Cee. Per iniziativa della Federazione Sindacale Mondiale a Ines Pisoni sara affidato il compito (verso la fine degli anni 1960) di presentare la relazione introduttiva alla prima riunione sindacale dei paesi della Cee svoltasi a Parigi. Durante lo sviluppo della piu generale battaglia per i diritti delle lavoratrici Ines Pisoni intensifico sempre piu il suo impegno giornalistico e nel 1960 «per una serie di articoli sul lavoro femminile» le fu assegnato il Premio Saint Vincent per il giornalismo. Nel 1971 ? a causa di un grave intervento chirurgico per aneurisma cerebrale ? fu costretta a rinunciare all'attivita professionale. Poté cosi riprendere in mano il suo primo scritto del 1946 e dedicarsi in seguito alla stesura della prima e poi della seconda edizione del suo diario partigiano «Mi chiamero Serena» (1978 e 1990): a Ravenna e poi a Trento. La vicenda personale di Ines Pisoni e Mario Pasi - narrata nel libro autobiografico ""Mi chiamero Serena"" - e diventata anche film. Con il titolo «Montagna Serena» (dai nomi di battaglia dei due), e diretto dal romano Roberto Marafante e dal trentino Andrea Tombini. Le location del video hanno interessato il centro di Trento, Povo, la Val di Ledro e le scuole Crispi utilizzate per ricostruire il vecchio ospedale S. Chiara. Filo rosso della narrazione e l'intervista con Ines Pisoni, compagna nella vita e nella lotta partigiana di Pasi, realizzata nell'estate de 1999. Le sue parole si intrecciano con una serie di flashback narrativi e di interviste che permettono di conoscere la storia di Pasi. «Nella mente e nella memoria di Ines - ci hanno spiegato i due registi - il tempo misurato non ha spazio perché ancora puo rivivere davanti ad una telecamera digitale la dirompente emozione, quasi disperata, della notizie della morte del suo compagno, torturato e poi impiccato dai nazisti». ",4 ottobre 2005
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50715&Pag=251&IdSel=253, La ripresa della vita politica e le istanze autonomistiche,prefetto di Bolzano,Innocenti Silvio,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50749&Pag=252&IdSel=253," I pp. francescani, studiosi di storia patria",,Ippoliti Baldassarre,,,,,
