remoteId;published;modified;Nome;"Abstract (descrizione in breve)";Descrizione;Competenze;"Scheda della struttura";"Orario per il pubblico";Immagine;"Tipologia della Struttura";"Servizio di appartenenza";"Incarico di appartenenza";"Ufficio di appartenenza";"Struttura di appartenenza";"Area di appartenenza";Circoscrizione;"Telefono segreteria";Fax;"Indirizzo e-mail";"Indirizzo e-mail secondario";"Indirizzo e-mail certificata";Sede;Indirizzo;CAP;"Identificativo DB AS400 struttura (univoco)";"Codice identificativo della struttura AS400";"Codice del servizio (primo livello) AS400";"Codice dell'incarico (secondo livello) AS400";"Codice dell'ufficio (terzo livello) AS400";"Codice della struttura (quarto livello) AS400";"Codice altra struttura (quinto livello) AS400";"Data inizio validità";"Data fine validità";lat;lon;address
struttura124;2008-01-01T00:00:00+01:00;2018-12-28T20:05:03+01:00;"La Trottola - Solteri";"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/la-trottola-solteri/2924083-2-ita-IT/La-Trottola-Solteri.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-889702;0461-889702;asilonido.solteri@comune.trento.it;;;"SCUOLA MATERNA A ASILO NIDO SOLTERI";"VIA DEI SOLTERI, 24  ";38121;124;124;18;;1;6;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.087821;11.12102;"VIA DEI SOLTERI, 24   "
struttura121;2008-01-01T00:00:00+01:00;2018-12-28T20:05:02+01:00;"Aquilone - Gardolo";"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/aquilone-gardolo/2924086-25-ita-IT/Aquilone-Gardolo.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 01 - Gardolo";0461-889721;0461-889720;asilonido.gardolo@comune.trento.it;;;"SCUOLA MATERNA E ASILO NIDO GARDOLO PALUDI";"VIA PALUDI, 9  1";38121;121;121;18;;1;3;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.104441;11.108045;"VIA PALUDI, 9  1 "
struttura127;2008-01-01T00:00:00+01:00;2018-12-28T20:05:04+01:00;"Villazzano 3";"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/villazzano-3/2924096-2-ita-IT/Villazzano-3.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 10 - Oltrefersina";0461-932440;0461-932440;nido.villazzano3@progestrento.it;;;"SCUOLA MATERNA E ASILO NIDO VILLAZZANO TRE";"VIA CONCI, 12  ";38123;127;127;18;;1;9;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.040966;11.139549;"VIA CONCI, 12   "
struttura352;2014-08-19T00:00:00+02:00;2018-12-28T20:05:08+01:00;Ravina;"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/ravina2/8414438-2-ita-IT/Ravina.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 05 - Ravina - Romagnano";0461-935187;0461-935187;ravina@citta-futura.it;;;"ASILO NIDO DI RAVINA";"VIA PER BELVEDERE,  6  A";38123;352;0;18;;1;26;;2014-08-19T00:00:00+02:00;2200-12-31T00:00:00+01:00;46.038939;11.108165;"VIA PER BELVEDERE,  6  A "
struttura152;2008-01-01T00:00:00+01:00;2018-12-28T20:05:06+01:00;"L'Albero del Sole - Madonna Bianca";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/l-albero-del-sole-madonna-bianca/2924151-3-ita-IT/L-Albero-del-Sole-Madonna-Bianca.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 10 - Oltrefersina";0461-922124;0461-922124;circolo.coordinamento03@provincia.tn.it;;;"SCUOLA MATERNA E ASILO NIDO ""MADONNA BIANCA""";"VIA A. BETTINI, 1  ";38123;152;152;18;;2;10;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.040213;11.135067;"VIA A. BETTINI, 1   "
struttura141;2008-01-01T00:00:00+01:00;2018-12-28T20:05:07+01:00;"Centro genitori bambini Torrione";"Servizio integrativo per bimbi fino ai 36 mesi.";"Per informazioni visita la 						
					                scheda informativa dedicata
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/centro-genitori-bambini-torrione/2924098-6-ita-IT/Centro-genitori-bambini-Torrione.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";0461-261414;0461-261414;asilonido.centrogenitori@comune.trento.it;;;"EDIFICIO ""TORRIONE"" (MATERNA-NIDO-MENSA BRESADOLA)";"VIA AL TORRIONE, 10  ";38122;141;141;18;;1;23;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.065259;11.122383;"VIA AL TORRIONE, 10   "
struttura126;2008-01-01T00:00:00+01:00;2018-12-28T20:05:04+01:00;"Gabbiolo - Villazzano";"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/gabbiolo-villazzano/2924097-2-ita-IT/Gabbiolo-Villazzano.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 09 - Villazzano";0461-910259;0461-910259;asilonido.gabbiolo@comune.trento.it;;;"ASILO NIDO A VILLAZZANO/GABBIOLO";"VIA ZNOJMO, 12  ";38123;126;126;18;;1;8;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.051822;11.149914;"VIA ZNOJMO, 12   "
struttura120;2008-01-01T00:00:00+01:00;2018-12-28T20:05:02+01:00;"Orsetto Pandi - Cristo Re";"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/orsetto-pandi-cristo-re/2924087-2-ita-IT/Orsetto-Pandi-Cristo-Re.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-889701;0461-889701;asilonido.cristore@comune.trento.it;;;"SCUOLA MATERNA E ASILO NIDO CRISTO RE";"VIA L. SENESI, 3  ";38121;120;120;18;;1;2;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.081516;11.118067;"VIA L. SENESI, 3   "
struttura146;2008-01-01T00:00:00+01:00;2018-12-28T20:05:05+01:00;"Il Piccolo Principe - Cristo Re";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/il-piccolo-principe-cristo-re/2924176-3-ita-IT/Il-Piccolo-Principe-Cristo-Re.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-824334;0461-824334;circolo.coordinamento03@provincia.tn.it;;;"SCUOLA MATERNA E ASILO NIDO CRISTO RE";"VIA L. SENESI, 3  ";38121;146;146;18;;2;4;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.081516;11.118067;"VIA L. SENESI, 3   "
struttura165;2008-01-01T00:00:00+01:00;2018-12-28T20:05:07+01:00;"Mariachiara Conotter - Povo";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/mariachiara-conotter-povo/2924165-3-ita-IT/Mariachiara-Conotter-Povo.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 07 - Povo";0461-810574;0461-810574;circolo.coordinamento03@provincia.tn.it;;;"SCUOLA MATERNA ""MARIACHIARA CONOTTER"" A POVO";"VIA DELLA RESISTENZA, 48  ";38123;165;165;18;;2;23;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.067738;11.161619;"VIA DELLA RESISTENZA, 48   "
struttura367;2015-08-18T00:00:00+02:00;2018-12-28T20:05:08+01:00;Martignano;"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/martignano2/9254566-3-ita-IT/Martignano.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";;0461-262733;0461-262733;nido.martignano@lacoccinella.coop;;;"ASILO NIDO DI MARTIGNANO";"VIA DI MADERNO, 2  ";38121;367;0;18;;1;27;;2015-08-18T00:00:00+02:00;2200-12-31T00:00:00+01:00;46.088457;11.134438;"VIA DI MADERNO, 2   "
struttura119;2008-01-01T00:00:00+01:00;2018-12-28T20:05:02+01:00;"Il Trenino - Bolghera";"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/il-trenino-bolghera/2924088-2-ita-IT/Il-Trenino-Bolghera.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 10 - Oltrefersina";0461-889705;0461-889705;asilonido.bolghera@comune.trento.it;;;"ASILO NIDO ""BOLGHERA""";"VIA GOCCIADORO, 84  ";38122;119;119;18;;1;1;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.055465;11.132422;"VIA GOCCIADORO, 84   "
struttura342;2008-01-01T00:00:00+01:00;2018-12-28T20:05:08+01:00;"Roncafort (via Caneppele)";"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/roncafort-via-caneppele/6875840-3-ita-IT/Roncafort-via-Caneppele.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 01 - Gardolo";0461-829854;0461-829854;roncafort@citta-futura.it;;;"ASILO NIDO A RONCAFORT (PROPRIETÀ ITEA)";"VIA L. CANEPPELE, 19  ";38121;342;0;18;;1;25;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.100689;11.101801;"VIA L. CANEPPELE, 19   "
struttura147;2008-01-01T00:00:00+01:00;2018-12-28T20:05:06+01:00;"Crosina Sartori";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/crosina-sartori/2924175-3-ita-IT/Crosina-Sartori.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 10 - Oltrefersina";0461-925679;0461-925679;circolo.coordinamento03@provincia.tn.it;;;"SCUOLA MATERNA ""CROSINA SARTORI""";"VIA GOCCIADORO, 84  ";38122;147;147;18;;2;5;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.055465;11.132422;"VIA GOCCIADORO, 84   "
struttura145;2008-01-01T00:00:00+01:00;2018-12-28T20:05:05+01:00;"Piccolo Mondo";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/piccolo-mondo/2924177-3-ita-IT/Piccolo-Mondo.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 10 - Oltrefersina";0461-925726;0461-925726;circolo.coordinamento03@provincia.tn.it;;;"SCUOLA MATERNA ""PICCOLO MONDO"" CLARINA";"VIA A. GRAMSCI, 11  ";38123;145;145;18;;2;3;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.053322;11.126373;"VIA A. GRAMSCI, 11   "
struttura142;2008-01-01T00:00:00+01:00;2018-12-28T20:05:04+01:00;"Gianni Rodari";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";0461-986198;0461-986198;circolo.coordinamento03@provincia.tn.it;;;"SCUOLA MATERNA E ASILO NIDO ""GIANNI RODARI""";"VIA B. GIOVANELLI, 6  ";38122;142;142;18;;2;1;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.064569;11.131185;"VIA B. GIOVANELLI, 6   "
struttura164;2008-01-01T00:00:00+01:00;2018-12-28T20:05:07+01:00;"L'Officina degli Gnomi - Villazzano 3";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/l-officina-degli-gnomi-villazzano-3/2924167-6-ita-IT/L-Officina-degli-Gnomi-Villazzano-3.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 10 - Oltrefersina";0461-920367;0461-920367;circolo.coordinamento03@provincia.tn.it;;;"SCUOLA MATERNA E ASILO NIDO VILLAZZANO TRE";"VIA CONCI, 12  ";38123;164;164;18;;2;22;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.040966;11.139549;"VIA CONCI, 12   "
struttura125;2008-01-01T00:00:00+01:00;2018-12-28T20:05:03+01:00;Torrione;"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/torrione/2924082-2-ita-IT/Torrione.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";0461-987283;0461-987283;asilonido.torrione@comune.trento.it;;;"EDIFICIO ""TORRIONE"" (MATERNA-NIDO-MENSA BRESADOLA)";"VIA AL TORRIONE, 10  ";38122;125;125;18;;1;7;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.065259;11.122383;"VIA AL TORRIONE, 10   "
struttura150;2008-01-01T00:00:00+01:00;2019-01-03T20:05:03+01:00;"Il Castello - Mattarello";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/il-castello-mattarello/2924153-3-ita-IT/Il-Castello-Mattarello.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 08 - Mattarello";0461-945095;0461-945095;circolo.coordinamento04@provincia.tn.it;;;"SCUOLA MATERNA ""IL CASTELLO"" DI MATTARELLO";"VIA DEL CASTEL, 1  A";38123;150;150;18;;2;8;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.005814;11.129542;"VIA DEL CASTEL, 1  A "
struttura154;2008-01-01T00:00:00+01:00;2019-01-03T20:05:04+01:00;"Arcobaleno - Martignano";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/arcobaleno-martignano/2924149-5-ita-IT/Arcobaleno-Martignano.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 06 - Argentario";0461-830411;0461-830411;circolo.coordinamento06@provincia.tn.it;;;"SCUOLA MATERNA E SUCCURSALE ELEMENTARI MARTIGNANO";"VIA ALLA FORMIGHETA, 4  ";38121;154;154;18;;2;12;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.089674;11.132001;"VIA ALLA FORMIGHETA, 4   "
struttura161;2008-01-01T00:00:00+01:00;2019-01-03T20:05:06+01:00;"Il Quadrifoglio - Solteri";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/il-quadrifoglio-solteri/2924159-3-ita-IT/Il-Quadrifoglio-Solteri.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-821343;0461-821343;circolo.coordinamento06@provincia.tn.it;;;"SCUOLA MATERNA A ASILO NIDO SOLTERI";"VIA DEI SOLTERI, 24  ";38121;161;161;18;;2;19;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.087821;11.12102;"VIA DEI SOLTERI, 24   "
struttura156;2008-01-01T00:00:00+01:00;2019-01-03T20:05:04+01:00;"Girotondo - Ravina";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/girotondo-ravina/2924164-3-ita-IT/Girotondo-Ravina.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 05 - Ravina - Romagnano";0461-922216;0461-922216;circolo.coordinamento04@provincia.tn.it;;;"SCUOLA MATERNA DI RAVINA";"VIA PER BELVEDERE, 8  ";38123;156;156;18;;2;14;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.038637;11.107508;"VIA PER BELVEDERE, 8   "
struttura158;2008-01-01T00:00:00+01:00;2019-01-03T20:05:05+01:00;"Margit Levinson - Roncafort";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/margit-levinson-roncafort/2924162-4-ita-IT/Margit-Levinson-Roncafort.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 01 - Gardolo";0461-960422;0461-960422;circolo.coordinamento05@provincia.tn.it;;;"SCUOLA MATERNA RONCAFORT ""MARGIT LEVINSON""";"VIA DELL'ASILO, 8  ";38121;158;158;18;;2;16;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.100771;11.10263;"VIA DELL'ASILO, 8   "
struttura331;2011-09-01T00:00:00+02:00;2019-01-03T20:05:07+01:00;"M.R. Giobatta Partelloni - Meano";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/m.r.-giobatta-partelloni-meano/6341666-2-ita-IT/M.R.-Giobatta-Partelloni-Meano.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 02 - Meano";0461-991187;0461-991187;circolo.coordinamento06@provincia.tn.it;;;"SCUOLA MATERNA ""PARTELLONI"" E NIDO A MEANO";"VIA DELLE SUGARINE, 38  ";38121;331;0;18;;2;13;;2011-09-01T00:00:00+02:00;2200-12-31T00:00:00+01:00;46.125568;11.116221;"VIA DELLE SUGARINE, 38   "
struttura163;2008-01-01T00:00:00+01:00;2019-01-03T20:05:06+01:00;Torrione;"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/torrione2/2924157-3-ita-IT/Torrione.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";0461-232554;0461-232554;circolo.coordinamento04@provincia.tn.it;;;"EDIFICIO ""TORRIONE"" (MATERNA-NIDO-MENSA BRESADOLA)";"VIA AL TORRIONE, 10  ";38122;163;163;18;;2;21;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.065259;11.122383;"VIA AL TORRIONE, 10   "
struttura149;2008-01-01T00:00:00+01:00;2019-01-03T20:05:03+01:00;"Biancaneve - Gardolo";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/biancaneve-gardolo/2924156-8-ita-IT/Biancaneve-Gardolo.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 01 - Gardolo";0461-992128;0461-992128;circolo.coordinamento05@provincia.tn.it;;;"SCUOLA MATERNA E ASILO NIDO GARDOLO PALUDI";"VIA PALUDI, 9  1";38121;149;149;18;;2;7;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.104441;11.108045;"VIA PALUDI, 9  1 "
struttura157;2008-01-01T00:00:00+01:00;2019-01-03T20:05:04+01:00;"Gli gnomi del bosco - Romagnano";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/gli-gnomi-del-bosco-romagnano/2924163-3-ita-IT/Gli-gnomi-del-bosco-Romagnano.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 05 - Ravina - Romagnano";0461-349153;0461-349153;circolo.coordinamento04@provincia.tn.it;;;"CENTRO POLIFUNZIONALE-MATERNA ROMAGNANO(E CABINA)";"VIA DELLE PREDE, 2  ";38123;157;157;18;;2;15;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.016386;11.105372;"VIA DELLE PREDE, 2   "
struttura162;2008-01-01T00:00:00+01:00;2019-01-03T20:05:06+01:00;Piedicastello;"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/piedicastello/2924158-3-ita-IT/Piedicastello.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-983539;0461-983539;circolo.coordinamento05@provincia.tn.it;;;"SCUOLA MATERNA DI PIEDICASTELLO";"VIA DOS TRENTO, 86  ";38122;162;162;18;;2;20;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.071512;11.114278;"VIA DOS TRENTO, 86   "
struttura159;2008-01-01T00:00:00+01:00;2019-01-03T20:05:05+01:00;"Maso Ginocchio - S.Giuseppe";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";0461-930042;0461-930042;circolo.coordinamento04@provincia.tn.it;;;"SCUOLA MATERNA ""MASO GINOCCHIO""";"VIA G. GIUSTI, 56  ";38122;159;159;18;;2;17;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.058848;11.117713;"VIA G. GIUSTI, 56   "
struttura148;2008-01-01T00:00:00+01:00;2019-01-03T20:05:03+01:00;"Girasole - Melta";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/girasole-melta/2924155-4-ita-IT/Girasole-Melta.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 01 - Gardolo";0461-991622;0461-991622;circolo.coordinamento06@provincia.tn.it;;;"SCUOLA MATERNA DI MELTA";"VIA DI MELTA, 14  ";38121;148;148;18;;2;6;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.100678;11.118575;"VIA DI MELTA, 14   "
struttura143;2008-01-01T00:00:00+01:00;2019-01-03T20:05:02+01:00;"Il Melograno - Cadine";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/il-melograno-cadine/2924178-3-ita-IT/Il-Melograno-Cadine.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 03 - Bondone";0461-866302;0461-866302;circolo.coordinamento05@provincia.tn.it;;;"SCUOLA MATERNA DI CADINE ""IL MELOGRANO""";"VIA DI COLTURA, 3  ";38123;143;143;18;;2;2;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.089134;11.065125;"VIA DI COLTURA, 3   "
