NOME,DESCRIZIONE,ENGLISH DESCRIPTION,CATEGORIA,LATITUDINE (es. 46.281419),LONGITUDINE (es. 11.523885),VIA,CAP,LOCALITA'/CITTA',CONTATTO NOME,CONTATTO TELEFONO,CONTATTO EMAIL,CONTATTO FAX,CONTATTO URL,ORARI,SERVIZI,PREZZI (camera singola mezza pensione),TAG 1,TAG 2,TAG 3,TAG 4,TAG AGGIUNTIVI,CAPIENZA (letti),STORIA,CURIOSITA',COME ARRIVARE,ACCESSIBILITA'
Le Trecime,"Il B&B Le Trecime si trova nella frazione di Sopramonte a soli 7 km dalla città di Trento. Situato in zona molto tranquilla e panoramica offre riposo e relax dopo una giornata passata a visitare la città ricca di monumenti e musei piuttosto che sul Monte Bondone e nei bellissimi dintorni, a passeggiare o praticando svariati sport. è situato in zona centrale rispetto a tutte le località del Trentino. A disposizione degli ospiti ci sono tre camere con bagno privato e una grande sala per la colazione, che in estate può essere servita sull'ampio terrazzo panoramico. inoltre dispone di un comodo parcheggio. Tipologia: separato Servizi aggiuntivi: ampio parcheggio privato, deposito attrezzature sportive e moto, terrazza solarium, connessione internet wifii gratuita. si accettano animali di piccola taglia.","Bed and Breakfast ""Le Trecime"" is situated in Sopramonte, a hamlet which is about 7 km from the city of Trento. It is situated in a very peaceful and panoramic area and it offers refreshment and relax after a day spend visiting the city with its beautiful museums and monuments rather than going to the magnificent Monte Bondone, to go for a walk or to do various sports. it is situated near all the most beautiful resorts in Trentino. For guests, there are three bedrooms with private bathroom and a big breakfast room. Furthermore, in summer, you can have breakfast in the large panoramic terrace. There is also a parking lot. Typology: separated Additional services: big private parking lot, storage for sport and moto equipment, solarium, free Wi-Fi internet connection. You can take small-sized animals.",Bed & Breakfast,46.076705,11.062649,"Via della Pozza, 50",38123,Sopramonte,,+39 339 6020774,info@letrecime.it,,www.letrecime.it,,,45,,,,,Dormire,,,,,
Le Ziette,"Il B&B Le ziette si trova nel centro di Povo sulla collina est di Trento, situato in una vecchia casa padronale al centro del paese. Servito da supermercato, farmacia, ufficio postale, edicola, mezzi pubblici e a pochi passi dal polo universitario. Le camere, molto accoglienti, sono dotate da tutti i comfort: bagno privato, internet, tv, asciugacapelli e angolo tisane.","The B&B Le ziette is collocated on the center of Povo on the east hill of Trento in a beautiful old house. The B&B is served with all the public services, bus and really close by some of the most important university of Trento. The rooms are very confortable and supplied with private bathroom, free internet connection and tv",Bed & Breakfast,46.069881,11.150350,"Via alla Cascata, 4/1",38123,Povo,,+39 388 0242424,le.ziette@virgilio.it,,www.leziette.altervista.org,,,40/45,,,,,Dormire,,,,,
AI Tre Portoni,"Le stanze sono spaziose, ampie, arredate con stile, immerse nella tranquillità e nel silenzio pur essendo nel cuore della città. Sono inclusi: regolazione temperatura autonoma in stanza, asciugacapelli e prodotti igiene, TV in stanza, Wi-Fi, pulizia quotidiana stanze.","Our spacious, large and stylish arrangedrooms are very quiet and peaceful despite the fact that thy are in the heart od the town. Autonomous heating, hairdryer, private TV, Wi-Fi, sanitary products and daily cleaning are included. ",Bed & Breakfast,46.063579,11.122524,"Vicolo Madruzzo, 8",38122,Trento,,+39 348 7481804,ristopat@tiscali.it,,www.aitreportoni.com,,,45/60,,,,,Dormire,,,,,
Ada2,"Sopra l'abitato di Povo, in mezzo a vigneti di pregio, offriamo un'ospitalità semplice e riservata. Camere confortevoli e spaziose, ben arredate, con bagno privato e dotate di tutti gli accessori. Comodo parcheggio.","Close to the village of Povo, in the middle of precious vineyard, we offer simple hospitality. Rooms are comfortable, spacious and well arranged, with private bathroom and equipped with all comfort. Close car park.",Bed & Breakfast,46.067065,11.163600,"Via Pinara, 6",38123,Povo,,+39 335 6058815,info@bbada.it,,www.bbada.it,,,35/50,,,,,Dormire,,,,,
Anna,Bed and Breakfast,Bed and Breakfast,Bed & Breakfast,46.060886,11.127754,"Via Milano, 12",38122,Trento,,+39 0461 911648 cell. 335 6173399,,,,,,50/60,,,,,Dormire,,,,,
Buonconsiglio,"Il B&B Buonconsiglio è costituito di due stanze: una matrimoniale (con possibilità di aggiungere un terzo letto) e una con due letti singoli. E' disponibile, su richiesta e gratuitamente, il servizio Wi-Fi. La cucina può essere utilizzata, oltre che per la colazione, anche per gli altri pasti. La casa non è dotata di parcheggio, tuttavia all'esterno dell'edificio c'è un parcheggio libero e gratuito.Il B&B Buonconsiglio è costituito di due stanze: una matrimoniale (con possibilità di aggiungere un terzo letto) e una con due letti singoli. E' disponibile, su richiesta e gratuitamente, il servizio Wi-Fi. La cucina può essere utilizzata, oltre che per la colazione, anche per gli altri pasti. La casa non è dotata di parcheggio, tuttavia all'esterno dell'edificio c'è un parcheggio libero e gratuito.","The B&B Buonconsiglio is made up of two rooms: one double and one with two single beds. Free Wi.Fi on demand. The kitchen can be used for breakfast, of course, but also for the other meals. We do not have a car park, but just outside the building there is a large car park free of charge.",Bed & Breakfast,46.073427,11.124626,"Salita della Spalliera, 4",38121,Trento,,+39 328 7315514 cell. 347 9197904,bb.buonconsiglio@gmail.com,,www.buonconsiglio.jimdo.com,,,30/40 (2 letti),,,,,Dormire,,,,,
Casa Brunelli,"Dispone di tre camere: due doppie ed una tripla, ognuna con bagno privato e di una stanza per la prima colazione. Inoltre, a disposizione degli ospiti, asciugacapelli, collegamento Wi-Fi, frigorifero in comune, TV. Gli ospiti del Bed & Breakfast possono usufruire del grande giardino e del parcheggio privatoDispone di tre camere: due doppie ed una tripla, ognuna con bagno privato e di una stanza per la prima colazione. Inoltre, a disposizione degli ospiti, asciugacapelli, collegamento Wi-Fi, frigorifero in comune, TV. Gli ospiti del Bed & Breakfast possono usufruire del grande giardino e del parcheggio privato","It disposes of 3 bedrooms, one single and two double rooms, all equipped with private bathroom and room for breakfast. Our guests have hairdryer, Wi-Fi, shared fridge, TV, big garden and private car park at their disposal.",Bed & Breakfast,46.017350,11.106040,"Via S. Brigida, 2",38123,Romagnano,,+39 0461 349272 cell. 347 9363996,info@casabrunelli.it,,www.casabrunelli.it,,,40,,,,,Dormire,,,,,
Casa dell’Albicocco,Bed and Breakfast,Bed and Breakfast,Bed & Breakfast,46.019599,11.107435,"Via alle Porte, 71",38124,Romagnano,,+39 328 5473112,angela68@aol.it,,,,,30,,,,,Dormire,,,,,
Casa Elisa,"Angolo cucina con caffè, thé e tisane a disposizione della clientela, Wi-Fi libero TV flat screen in ogni stanza, garage privato per biciclette/moto, stanze non fumatori, piccoli animali ammessi (giardino privato). Non accettiamo carte di credito ne bancomat","Kitchen with coffee, tea and herbal teas available to customers, free Wi-Fi, flat screen TV in every room, private garage for bikes / motorbikes, non-smoking rooms, pets allowed (private garden). We do not accept credit cards or ATM",Bed & Breakfast,46.059410,11.127653,"Viale Rovereto, 17",38122,Trento,,+39 0461 922133,emagrandi@gmail.com,+39 0461 1591698,www.bbelisa.com,,,40,,,,,Dormire,,,,,
Centro,Bed and Breakfast,Bed and Breakfast,Bed & Breakfast,46.069570,11.119456,"Via Roma, 27",38122,Trento,,+39 339 3650981,,,,,,50,,,,,Dormire,,,,,
La casa di Maria Carlotta,"Il b&b La casa di Maria Carlotta è una villetta unifamiliare, circondata da un ampio ortogiardino. Si propone come sosta ideale per chi voglia trascorrere i suoi giorni di turismo o lavoro vicino alla città ma lontano dai suoi rumori. Ad amplificare il silenzio della casa, la rinuncia ad accogliere gli ospiti con radio e TV, e l'offerta di una piccola biblioteca in ciascuna stanza.Il b&b La casa di Maria Carlotta è una villetta unifamiliare, circondata da un ampio ortogiardino. Si propone come sosta ideale per chi voglia trascorrere i suoi giorni di turismo o lavoro vicino alla città ma lontano dai suoi rumori. Ad amplificare il silenzio della casa, la rinuncia ad accogliere gli ospiti con radio e TV, e l'offerta di una piccola biblioteca in ciascuna stanza.","The B&B La Casa di Maria Carlotta is a single villa, surrounded by a large garden. It is ideal for those who want to stay close to the town but far from its noise. In order to ensure the silence in our building, guests will not be provided of radio and TV, but a small library, which is available in every room.",Bed & Breakfast,46.102050,11.108711,"Via Paludi, 21/6",38121,Gardolo,,+39 347 3318987,lacasadimariacarlotta@gmail.com,,www.lacasadimariacarlotta.altervista.com,,,45/65,,,,,Dormire,,,,,
La Porta della Malvasia,"Stefy e Giulio vi aspettano nel nuovo e accogliente Bed and Breakfast La Malvasia. E' un attico situato al 5° e ultimo piano, con ascensore e con vista sulle montagne trentine. Il Bed & Breakfast La Malvasia offre una camera doppia luminosa e confortevole, con possibilità di un letto aggiunto, bagno privato con doccia. La camera è molto luminosa e dotata di terrazza privata, angolo biblioteca e televisione.","Stefy and Giulio are looking forward to welcome you to the brandly new B&B La Malvasia. located in the heart of Trento city, at walking distance 2 minutes from both historic centre and 7 minutes from the train station. Our guests will be accommodated in a furnished apartment located on the 5th floor with lift, with a beautiful view over the mountains sourrounding Trento.",Bed & Breakfast,46.075766,11.125028,"Via alla Malvasia, 77",38121,Trento,,+39 0461 233818 cell.331 1173197,lamalvasia@bblamalvasia.it,,www.bblamalvasia.it,,,40/50,,,,,Dormire,,,,,
La Rosa Blu,"Il B&B “La Rosa Blu” è composto da una stanza matrimoniale con balcone e con possibilità di aggiungere il terzo letto, una stanza singola, un bagno con vasca doccia, e zona giorno dove si possono trovare depliants, mappe e cartine della città. A disposizione degli ospiti collegamento internet WiFi gratuito in tutto l’appartamento e angolo tisane.","The B&B “La Rosa Blu” is composed of a double bedroom with balcony, and with the possibility of adding a third bed, a single bedroom, a bathroom with bath and shower, and living area where you can find leaflets, maps and city plans.Available is also free WiFi connection all the flat around, and tea corner.",Bed & Breakfast,46.091812,11.184162,"Via De Gasperi, 108",38122,Trento,,+39 335 5654230,nfo@larosablu.trento.it,,http://larosablu.trento.it,,,30/50,,,,,Dormire,,,,,
Marina,Bed and Breakfast,Bed and Breakfast,Bed & Breakfast,46.070934,11.135937,"Via per Villamontagna, 54",38121,Trento,,+39 0461 209221 cell. 346 3831179,,,,,,35,,,,,Dormire,,,,,
Nettuno,"Il Bed & Breakfast Nettuno ha a disposizione 3 camere: tutte doppie o matrimoniali e 2 con la possibilità di aggiungere eventuali altri letti. A disposizione degli ospiti ci sono 2 bagni e su richiesta un terzo privato. Inoltre dispone di rete Wi-Fi gratuita, angolo del the e caffè sempre disponibile gratuitamente e servizio lavanderia su richiesta in casa.","B&B Nettuno disposes of three double rooms. At our guests' disposal there are two bathroom and another private one on demand, free Wi-Fi, free the or coffee (always available) and laundry service on demand.",Bed & Breakfast,46.072819,11.122795,"Via Romagnosi, 26",38122,Trento,,+39 345 8267294,info@bbnettuno.it,,www.bbnettuno.it,,,45/65,,,,,Dormire,,,,,
Palace,Bed and Breakfast,Bed and Breakfast,Bed & Breakfast,46.068016,11.121500,"Via Belenzani, 47",38122,Trento,,+39 0461 261524 cell. 347 1917095,bbpalace@libero.it,+39 0461 261524,,,,45/60,,,,,Dormire,,,,,
Prime Viole,"Il B&B Prime viole  è situato in una grande e antica  casa contadina di recente ristrutturazione  e può ospitare fino a sei persone. Le stanze sono semplici e confortevoli, dotate di bagno e, pur nella nuova veste, mantengono le tradizionali caratteristiche della vecchia casa. Gli ospiti del Bed & Breakfast possono usufruire del grande giardino e del parcheggio privato","B&B Prime viole is located in a large old farmhouse recently renovated and can accommodate up to six people. The rooms are simple and comfortable with private bathroom and, despite the new look, keep the traditional features of the old house. Guests of our B & B can enjoy the garden and private parking",Bed & Breakfast,46.017383,11.105784,"Via di S. Brigida, 2",38123,Romagnano,,+39 0461 1636303 cell. 328 4479941,vandabrunelli@primeviole.it,,www.primeviole.it,,,40,,,,,Dormire,,,,,
Rosagalina,"L'appartamento, composto da una spaziosa camera matrimoniale (con possibilità di terzo letto) e una accogliente singola, si trova al primo piano di un edificio del 1920. Una connessione internet wireless è a disposizione dei nostri ospiti.","The apartment, consisting of a large double room (with the option of a third bed) and a comfortably sized single, is on the first floor (no lift) in a building dating from 1920. A wireless internet connection is available free of charge.",Bed & Breakfast,46.064241,11.131618,Via Zara 8/C,38122,Trento,,+39 334 7464718,info@rosagalina.it,,www.rosagalina.it,,,45,,,,,Dormire,,,,,
Sofia,Bed and Breakfast,Bed and Breakfast,Bed & Breakfast,46.058385,11.122288,"Via Vittorio Veneto, 92",38122,Trento,,+39 0461914077 cell. 3298454177,bbsofia.tn@gmail.com,,,,,45/50,,,,,Dormire,,,,,
Villa Bertagnolli,"Le stanze che offriamo sono nella antica residenza nobiliare. Sono particolarmente belle, molto spaziose e luminose, arredate  con mobili antichi e raffinati. Ognuna dispone di servizi privati e di un soggiorno. Alcune si aprono sul giardino.","Our rooms are in the ancient stately maison. They are very beautiful, very spacious and sunny, with ancient and refined pieces of furniture. Every room disposes of private bathroom and a living room. Some of them are directly on the garden.",Bed & Breakfast,46.009913,11.138838,"Strada delle Novaline, 42",38123,Mattarello,,+39 0461 942194 +39 0461 942212,villa.bertagnolli@tin.it,+39 0461 944596,www.villabertagnolli.it,,,40/60,,,,,Dormire,,,,,
Villa Gemma,"Una villa nel verde, sulla collina che domina la città. Un'atmosfera accogliente e riservata, a poche centinaia di metri dal centro storico. Soltanto due camere, con bagno e un giardino per passeggiare, riposarsi e nella bella stagione,  fare colazione. Parcheggio interno","A villa in the nature, on the hill of Trento. A welcoming and reserved atmosphere close to the town centre. Just two rooms with bathroom and garden, where you can walk and even have your breakfast when the weather allows it. Inside car park.",Bed & Breakfast,46.072806,11.128571,"Via delle Laste, 2",38121,Trento,,+39 0461 230302,bb.villagemma@gmail.com,+39 0461 230302,www.villagemma.eu,,,60/70,,,,,Dormire,,,,,
White Rose,Bed and Breakfast,Bed and Breakfast,Bed & Breakfast,46.062525,11.125071,"Passo Cimirlo, 81",38123,Trento,,+39 335 6342205,giuseppegrisenti@gmail.com,,,,,35/40,,,,,Dormire,,,,,
Zara,"B&B ZARA: un appartamento solo per te... nel centro di Trento! Il Bed & Breakfast ZARA è costituito da un grazioso appartamento completamente ristrutturato che può ospitare fino a 4 persone. è dotato di tutti i comfort e sarà interamente a vostra disposizione per garantirvi la massima privacy e tranquillità. Affaccia su un silezioso e curato cortile interno, a 600 mt da piazza fiera (sede dei rinomati mercatini natalizi) a pochi minuti a piedi dal centro storico di Trento. Si compone di un'ampia e luminosa camera matrimoniale, con possibilità di inserire un terzo letto; di una cucina perfettamente attrezzata, di un bagno con doccia e asciugacapelli, e di una zona giorno. A disposizione degli ospiti: TV flat screen, postazione internet con PC dedicato alla navigazione, caffè, thé, tisane rilassanti e succhi di frutta fresca.","The Bed & Breakfast ZARA is a pleasant apartment on the first floor of a historic building dated early '900 and located in a quiet street just few steps from the old town of Trento. The apartment consists of a large and bright double bedroom with possibility of adding a third bed, a fully equipped kitchen, a bathroom with shower and hairdryer, and a living area where guests can find brochures, city maps and addresses of the best restaurants of the city.",Bed & Breakfast,46.064241,11.131618,"Via Zara, 8/c",38122,Trento,,+39 347 7254043,cristina.postal@gmail.com,,www.bbzara.com,,,40/45 (2 letti),,,,,Dormire,,,,,
Alex,Appartamento Vacanze,Appartamento Vacanze,Appartamento Vacanze,46.098040,11.112821,"Via 4 Novembre, 106",38121,Gardolo,,+39 0461 992951 cell. 338 4040877,bampipie@pieralessiobampi.191.it,+39 0461 992951,,,,350/450 (7 gg 2/5 letti),,,,,Dormire,,,,,
America 2,"Appartamenti monolocali a disposizione per soggiorni settimanali con minii cucina accessoriata, servizi igienici con bagno doccia e phon, TV con satellitare, telefono diretto, minibar, Wi-Fi gratuito, aria condizionata e riscaldamento","Studio flats with small kitchen, fitted with accessories, sanitary services with shower and hairdryer, satellite TV, direct phone, mini-bar, free Wi-Fi, air conditioning and heating system.",Appartamento Vacanze,46.071114,11.124084,"Via Torre Verde, 50",38122,Trento,,+39 0461 983010,info@hotelamerica.it,+39 0461 230603,www.hotelamerica.it,,,385/525 (7 gg),,,,,Dormire,,,,,
Borgo Rossi Via delle Cave,"Ampia terrazza, soggiorno, cucina, 2 stanze da letto con 4 posti letto e la possibilità di aggiungerne altri 2, 2 bagni, TV in camera e microonde. Parcheggio pubblico gratuito sotto casa.","Large terrace, living room, kitchen, 2 bedrooms with 4 places (+ 2 on demand), 2 bathrooms, TV and microwave. Free car park just outside the house",Appartamento Vacanze,46.066693,11.132449,"Via delle Cave, 45",38123,Trento,,+39 0461 652327,info@borgorossi.com,+39 0461 1632023,www.borgorossi.com,,,240/480 (3 gg 4 letti),,,,,Dormire,,,,,
Borgo Rossi Via G. Ossanna,"Terrazzino con vista sulle montagne, doppio posto auto gratuito, parco sotto casa. Cucina completa, forno a microonde con grill, vasca da bagno, TV LCD con digitale terrestre in soggiorno,  TV LCD con digitale terrestre in camera da letto","Tjis appartament is for 2 persons with an additional bed for other 2 guests, terrace with view on the mountains, free parking place, garden just downstairs. Complete kitchen, microvawe with grill, bathroom with bath, TV LCD with digital channels in the living room and in the bedroom",Appartamento Vacanze,46.062525,11.125071,"Via G. Ossanna, 4",38123,Trento,,+39 0461 652327,info@borgorossi.com,+39 0461 1632023,www.borgorossi.com,,,255/300 (3 gg 2 letti),,,,,Dormire,,,,,
Borgo Rossi Via Suffragio,"Nel cuore della città in una casa antica di via del Suffragio, l’unica via porticata del centro storico, antica via d’accesso a Trento.Cucina completa, bagno con doccia, TV LCD con digitale terrestre, letto a baldacchino","in an ancient house in the core of the city, invia del Suffragio, the only street with archs of the city, ancient entry street of Trento complete kitchen, bathroom with shower, TV LCD with digital channels",Appartamento Vacanze,46.070585,11.124683,"Via Suffragio, 104",38122,Trento,,+39 0461 652327,info@borgorossi.com,+39 0461 1632023,www.borgorossi.com,,,180/255 (3 gg 2 letti),,,,,Dormire,,,,,
Collina appartamenti,"Per la maggior parte gli appartamenti sono composti da camera a due letti, con possibilità di doppio letto o matrimoniale, soggiorno con angolo cottura, bagno con doccia, ripostiglio e di uno spazioso terrazzo panoramico. Dispongono di frigoo, stoviglie e televisione con satellitare. Inoltre, in tutti gli appartamenti vi è una connessione wi-fi gratuita e su richiesta servizio di biancheria. E' a disposizione un locale lavanderia con lavatrice e asciugatrice. Numerosi parcheggi sono disponibili nel piazzale della struttura, completamente recintato. ","Most of the flats disposes of a room with two beds (devided or double), living room with cooking area, bathroom with shower, utility room and a spacious terrace. At guests' disposal there are: fridge, tableware, satellite TV, free Wi-Fi, bed and table linen on demand, laudry room (washing machine and dryer) and several car parks.",Appartamento Vacanze,46.043697,11.136582,"Lanzerotti, 14",38123,Trento,,+39 0461 924868,info@collinaappartamentitrento.it,+39 0461 934983,www.collinaappartamentitrento.it,,,300/350 (7 gg 2 letti),,,,,Dormire,,,,,
Karinhall,"4 appartamenti composti da soggiorno, cucina e una o due camere da letto. Adatti a 2 o più persone. Tutti gli appartamenti sono dotati di ogni confort: telefono - tv - internet - radio - cassaforte - asciugacapelli - frigo bar. Ampia terrazza e giardino privato. Parcheggio custodito."," 4 apartments with living room, kitchen, one or two bedrooms. The apartments are fit for 2 of more persons. All apartmens have every kind of facilities: Telephone, TV set, Internet, radio, safe, hairdryer, refrigerator. Large balcony and private garden. Guarded garage.",Appartamento Vacanze,45.995601,11.126269,"Loc. I Grezzi, 17",38123,Mattarello,,+39 0461 945339,info@karinhall.it,+39 0461 945276,www.karinhall.it,,,490/700 (7 gg 2/5 letti),,,,,Dormire,,,,,
Residenza “Antonella”,Appartamento Vacanze,Appartamento Vacanze,Appartamento Vacanze,46.122042,11.092060,"Via al Pont dei Vodi, 2",38121,Spini di Gardolo,,+39 348 0409704,,,,,,180 ( 2 letti 3 gg),,,,,Dormire,,,,,
Residenza “Al Parco”,"Situato a nord della città, all'interno di un complesso residenziale, adiacente ad una zona verde con attrattive per bambini. ","It is located in the north of the town, within a residencial compound, next to a green area with attractions for children.",Appartamento Vacanze,46.103108,11.110538,"Via Bolzano, 21/B/F",38121,Gardolo,,+39 0461 2604387 cell. 348 4140922,info@cityresidencesrl.it,+ 39 0461 261915,www.cityresidencesrl.it,,,240 (3 gg),,,,,Dormire,,,,,
Residenza “Galileo”,"a poca distanza dal parco Gocciadoro, area verde attrezzata per lunghe passeggiate e per lo sport all'ariea aperta.","Close to the Gocciadoro park, green area right for long walks and sports.",Appartamento Vacanze,46.067904,11.125848,"Via Galilei, 7",38122,Trento,,+39 0461 2604387 cell. 348 4140922,info@cityresidencesrl.it,+ 39 0461 261915,www.cityresidencesrl.it,,,240 (3 gg),,,,,Dormire,,,,,
Residenza “Gocciadoro”,situato a ridosso del centro storico a poca distanza dal Castello del Buonconsiglio,It is located close to the town centre and to the Castello del Buonconsiglio.,Appartamento Vacanze,46.054177,11.135225,"Via Gocciadoro, 152",38122,Trento,,+39 0461 2604387 cell. 348 4140922,info@cityresidencesrl.it,+ 39 0461 261915,www.cityresidencesrl.it,,,240 (3 gg),,,,,Dormire,,,,,
Residenza “Piedicastello”,è ubicato nel tranquillo quartiere di Piedicastello a sinistra dell'Adige ,It is situated in the quiet neighboorhood in Piedicastello on the left side of the river Adige.,Appartamento Vacanze,46.070648,11.111976,"Via Brescia, 37",38122,Trento,,+39 0461 2604387 cell. 348 4140922,info@cityresidencesrl.it,+ 39 0461 261915,www.cityresidencesrl.it,,,240 (3 gg),,,,,Dormire,,,,,
Residenza “Port’Aquila”,"ad un centinaio di metri dal centro storico, il residence è uno splendido palazzo signorile",The residence is a beautiful stately maison and is just about a hundred meters far from the town centre.,Appartamento Vacanze,46.068332,11.127067,"P.zza Venezia,12",38122,Trento,,+39 0461 2604387 cell. 348 4140922,info@cityresidencesrl.it,+ 39 0461 261915,www.cityresidencesrl.it,,,240 (3 gg),,,,,Dormire,,,,,
Residenza “Torre Vanga”,"a ridosso del centro storico, incorniciato tra la bellissima chiesa di Santa Maria Maggiore e Torre Vanga",Close to the historic centre and located between the church of Santa Maria Maggiore and Torre Vanga.,Appartamento Vacanze,46.069024,11.118690,"Via Prepositura, 17",38122,Trento,,+39 0461 2604387 cell. 348 4140922,info@cityresidencesrl.it,+ 39 0461 261915,www.cityresidencesrl.it,,,240 (3 gg),,,,,Dormire,,,,,
Maranza,"Il rifugio è il posto ideale per trascorrere qualche ora in compagnia dei suoni e dei colori offerti dalla natura. Le camere del rifugio sono molto accoglienti e luminose, arredate in stile tipico trentino e godono di una bellissima vista sulla vallata. Ogni camera dispone della zona bagno","The refuge is the ideal place to spend some hours with the sounds and colours offered by the nature. All rooms are very welcoming and full of light, the pieces of furniture are in typical Trentino style and have a magnificent view on the valley. Every room is equipped with a bathroom.",Rifugio,46.046459,11.171936,"Strada per Maranza, 23",38123,Villazzano,,+39 0461 1862998 cell. 3284811438,bettipaolocuoco@alice.it,,www.rifugiomaranza.com,,,25,,,,,Dormire,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Ex Sit,,,Parcheggio,46.068348,11.115422,via Canestrini,38122,Trento,,,,,,,,,,,,,Parcheggiare,80 pagamento 220 disco orario,,,,
Centro Europa,,,Parcheggio,46.075241,11.122385,via Giovanni Segantini 7,38122,Trento,,0461/987330,,,,,,,,,,,Parcheggiare,500 pagamento,,,,
Autosilo,,,Parcheggio,46.072680,11.124016,via F. Petrarca 1/5,38122,Trento,,0461/238855,,,,,,,,,,,Parcheggiare,670 pagamento,,,,
Piazza Fiera,,,Parcheggio,46.065676,11.125497,Piazza di Fiera,38122,Trento,,0461/231225,,,,,,,,,,,Parcheggiare,460 pagamento,,,,
Duomo,,,Parcheggio,46.066547,11.115186,Piazza Mosna,38122,Trento,,0461/231600,,,,,,,,,,,Parcheggiare,200 pagamento,,,,
CTE Trento Fiere,,,Parcheggio,46.065133,11.116581,via Bomporto,38122,Trento,,,,,,,,,,,,,Parcheggiare,250 pagamento,,,,
Sanseverino,,,Parcheggio,46.065855,11.114854,piazzale San Severino,38122,Trento,,,,,,,,,,,,,Parcheggiare,350 + 6 camper disco orario,,,,
Monte Baldo,,,Parcheggio,46.057323,11.113609,via Monte Baldo,38121,Trento,,,,,,,,,,,,,Parcheggiare,300 gratuito (navetta per centro città pagamento),,,,
Area ex Zuffo,,,Parcheggio,46.076580,11.111152,area ex Zuffo (uscita casello A22 trento centro),38121,Trento,,,,,,,,,,,,,Parcheggiare,1'050+19 camper gratuito (navetta per centro città pagamento),,,,
Palazzo Onda,,,Parcheggio,46.091390,11.117187,via zambra,38121,Trento,,0461/231600,,,,,,,,,,,Parcheggiare,170 pagamento,,,,
Ghiaie (via Fersina),,,Parcheggio,46.046029,11.120556,via Fersina,38123,Trento,,,,,,,,,,,,,Parcheggiare,350 gratuito,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Centro Sportivo ""G. Manazzin""",,,Piscina,46.055983,11.129713,"via Fogazzaro, 4",38123,Trento,,piscina: +39 (0461) 924248 uff.gestione: +39 (0461) 959812,ufficiorapportiutenti@asis.trento.it,+39 (0461) 990621,,Lunedì-Venerdì: 9.00-21.00     Sabato: 9.00-19.00 Domenica: 9.00-13.00,,"giornaliero Adulti 5,90 €    Ragazzi (da 14 anni a 18 anni) e Studenti anche universitari fino a 26 anni, giornaliero 4,40 €, Under 14 anni/Over 65/Disabili giornaliero 3,40 €",Nuoto,Relax,,,Sport,,,,,
Centro Sportivo Trento Nord,,,Piscina,46.104706,11.112894,"via 4 Novembre, 23",38121,Gardolo,,piscina: +39 (0461) 959812       uff.gestione: +39 (0461) 959812,ufficiorapportiutenti@asis.trento.it,+39 (0461) 990621,,"Lunedì-Venerdì: 9.00-21.00     Sabato: 9.00-19.00 Domenica: 9,00-19,00",,"giornaliero Adulti 5,90 €  Ragazzi (da 14 anni a 18 anni) e Studenti anche universitari fino a 26 anni, giornaliero 4,40 €, Under 14 anni/Over 65/Disabili giornaliero 3,40 €",Nuoto,Relax,,,Sport,,,,,
Madonna Bianca,,,Piscina,46.041348,11.134112,"via Bettini, 7",38121,Trento,,piscina: +39 (0461) 390785 uff.gestione: +39 (0461) 959812,ufficiorapportiutenti@asis.trento.it,+39 (0461) 990621,,Lunedì-Venerdì: 9.00-21.00     Sabato: 9.00-19.00 Domenica: 9.00-13.00,,"giornaliero Adulti 5,90 €  Ragazzi (da 14 anni a 18 anni) e Studenti anche universitari fino a 26 anni, giornaliero 4,40 €, Under 14 anni/Over 65/Disabili giornaliero 3,40 €",Nuoto,Relax,,,Sport,,,,,
Stadio Briamasco,,,Stadio,46.064179,11.114280,"via R. da Sanseverino, 41",38122,Trento,,,,,,,,,,Relax,,,Sport,,,,,
Ice Stadium,,,Stadio del ghiaccio,46.045056,11.214781,"via Fersina, 15",38123,Trento,,+39 0461 959812,ufficiorapportiutenti@asis.trento.it,,,mercoledì-venerdì:       21.00-23.00                       sabato:  14.30-17.30 e 21.00-23.00                   domenica: 10.00-12.00 e 14.30-18.00 ,,"giornaliero Adulti 5,90 € 4,70 €  Ragazzi (da 14 anni a 18 anni) e Studenti anche universitari fino a 26 anni, giornaliero 4,40 € 3,50 €, Under 14 anni/Over 65/Disabili giornaliero 3,40 € 2,70 €                        *ingresso e uscita nelle fascia oraria tra le 11.30-15.00",Sport invernali,Relax,,,Sport,,,,,
PalaTrento,Indoor Stadium,Indoor stadium,Sport,46.044952,11.121665,"via Fersina, 11",38123,Trento,,+39 0461 959812,ufficiorapportiutenti@asis.trento.it,,,,,,,Relax,,,Sport,,,,,
Athletics,Campo scuola Atletica Leggera,,Sport,46.078808,11.118280,Corso Alpini,38122,Trento,,,,,,,,,,Relax,,,Sport,,,,,
Argentario,Centro sportivo,Sport centre,Sport,46.073858,11.146996,"via Ponte Alto, 79",38121,Cognola,,,,,,,,,,Relax,,,Sport,,,,,
Snow Park Monte Bondone,,,Snow Park,46.043539,11.067781,Monte Bondone,38122,Trento,,+39 0461 948127,snowpark@ski.it,,www.snowpark.ski.it,lun-dom: 10.00-16.30,,,Snowboard,Relax,,,Sport,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
